#{"t_start": 1749383652.372483, "env_id": "Swimmer-v4"}
r,l,t
-2.18136,1000,3.041637
10.368973,1000,3.379162
21.561582,1000,3.725782
-15.340518,1000,4.076951
8.688636,1000,4.414401
7.587872,1000,4.750244
3.177866,1000,5.086399
-14.929492,1000,5.42404
-9.207611,1000,5.762646
-14.605982,1000,6.106974
11.320101,1000,17.891706
19.334504,1000,29.056527
-2.417367,1000,41.70021
20.84094,1000,54.232419
32.147842,1000,65.819227
